D1109	ཁྱད་པར་དུ་འཕགས་པའི་བསྟོད་པ
D3809	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མ་བསྡུས་པའི་ཚིག་ལེའུར་བྱས་པ
D3810	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མ་བསྡུས་པའི་ཚིག་ལེའུར་བྱས་པའི་རྣམ་པར་འགྲེལ་པ
D3811	བཅོམ་ལྡན་འདས་མའི་མན་ངག་གི་རྗེས་སུ་འབྲང་བ་ཞེས་བྱ་བའི་རྣམ་པར་བཤད་པ
D3812	བཅོམ་ལྡན་འདས་མ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་དོན་བསྡུས་པའི་ཚིགས་སུ་བཅད་པ་དགུ་པ
D3813	བཅོམ་ལྡན་འདས་མ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་དོན་བསྡུས་པའི་ཚིགས་སུ་བཅད་པ་དགུ་པའི་རྒྱ་ཆེར་བཤད་པ
D3814	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་བདུན་བརྒྱ་པའི་རྒྱ་ཆེར་འགྲེལ་པ
D3815	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་བདུན་བརྒྱ་པ་རྒྱ་ཆེར་བཤད་པ
D3816	བཅོམ་ལྡན་འདས་མ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་རྡོ་རྗེ་གཅོད་པའི་དོན་བདུན་གྱི་རྒྱ་ཆེར་འགྲེལ་པ
D3817	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་རྡོ་རྗེ་གཅོད་པའི་རྒྱ་ཆེར་འགྲེལ་པ
D3818	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་སྙིང་པོའི་རྒྱ་ཆེར་བཤད་པ
D3819	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་སྙིང་པོའི་རྣམ་པར་བཤད་པ
D3820	བཅོམ་ལྡན་འདས་མ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་སྙིང་པོའི་འགྲེལ་པ་དོན་གྱི་སྒྲོན་མ
D3821	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་སྙིང་པོ་རྒྱ་ཆེར་འགྲེལ་པ
D3822	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་སྙིང་པོའི་དོན་ཡོངས་སུ་ཤེས་པ
D3823	ཤེས་རབ་སྙིང་པོའི་རྣམ་པར་བཤད་པ
D3824	དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ
D3825	རིགས་པ་དྲུག་ཅུ་པའི་ཚིག་ལེའུར་བྱས་པ
D3826	ཞིབ་མོ་རྣམ་པར་འཐག་པ་ཞེས་བྱ་བའི་མདོ
D3827	སྟོང་པ་ཉིད་བདུན་ཅུ་པའི་ཚིག་ལེའུར་བྱས་པ
D3828	རྩོད་པ་བཟློག་པའི་ཚིག་ལེའུར་བྱས་པ
D3829	དབུ་མ་རྩ་བའི་འགྲེལ་པ་ག་ལས་འཇིགས་མེད
D3830	ཞིབ་མོ་རྣམ་པར་འཐག་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ
D3831	སྟོང་པ་ཉིད་བདུན་ཅུ་པའི་འགྲེལ་པ
D3832	རྩོད་པ་བཟློག་པའི་འགྲེལ་པ
D3833	ཐེག་པ་ཆེན་པོ་ཉི་ཤུ་པ
D3834	ཡི་གེ་བརྒྱ་པ
D3835	ཡི་གེ་བརྒྱ་པ་ཞེས་བྱ་བའི་འགྲེལ་པ
D3836	རྟེན་ཅིང་འབྲེལ་བར་འབྱུང་བའི་སྙིང་པོའི་ཚིག་ལེའུར་བྱས་པ
D3837	རྟེན་ཅིང་འབྲེལ་བར་འབྱུང་བའི་སྙིང་པོའི་ཚིག་ལེའུར་བྱས་པ
D3838	མ་རྟོགས་པ་རྟོགས་པར་བྱེད་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ
D3839	སྐྱེ་མེད་རིན་པོ་ཆེའི་མཛོད
D3840	སྲིད་པ་འཕོ་བ
D3841	སྲིད་པ་འཕོ་བའི་ཏི་ཀ
D3842	དབུ་མ་རྩ་བའི་འགྲེལ་པ་བུདདདྷ་པ་ལི་ཏ
D3843	རང་བཞིན་གསུམ་ལ་འཇུག་པའི་སྒྲུབ་པ
D3844	ཆ་ཤས་ཀྱི་ཡན་ལག་ཅེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ
D3845	ཆ་ཤས་ཀྱི་ཡན་ལག་ཅེས་བྱ་བའི་རབ་ཏུ་བྱེད་པའི་འགྲེལ་པ
D3846	བསྟན་བཅོས་བཞི་བརྒྱ་པ་ཞེས་བྱ་བའི་ཚིག་ལེའུར་བྱས་པ
D3847	འཁྲུལ་པ་བཟློག་པའི་རིགས་པ་གཏན་ཚིགས་གྲུབ་པ
D3848	རབ་ཏུ་བྱེད་པ་ལག་པའི་ཚད་ཀྱི་ཚིག་ལེའུར་བྱས་པ
D3849	ལག་པའི་ཚད་ཀྱི་འགྲེལ་པ
D3850	དབུ་མ་འཁྲུལ་པ་འཇོམས་པ
D3851	ཡེ་ཤེས་སྙིང་པོ་ཀུན་ལས་བཏུས་པ
D3852	ཡེ་ཤེས་སྙིང་པོ་ཀུན་ལས་བཏུས་པ་ཞེས་བྱ་བའི་བཤད་སྦྱར
D3853	དབུ་མ་རྩ་བའི་འགྲེལ་པ་ཤེས་རབ་སྒྲོན་མ
D3854	དབུ་མ་རིན་པོ་ཆེའི་སྒྲོན་མ
D3855	དབུ་མའི་སྙིང་པོའི་ཚིག་ལེའུ་བྱས་པ
D3856	དབུ་མའི་སྙིང་པོའི་འགྲེལ་པ་རྟོག་གེ་འབར་བ
D3857	དབུ་མའི་དོན་བསྡུས་པ
D3858	དབུ་མ་རྟེན་ཅིང་འབྲེལ་བར་འབྱུང་བ
D3859	ཤེས་རབ་སྒྲོན་མ་རྒྱ་ཆེར་འགྲེལ་པ
D3860	དབུ་མ་རྩ་བའི་འགྲེལ་པ་ཚིག་གསལ་བ
D3861	དབུ་མ་ལ་འཇུག་པ
D3862	དབུ་མ་ལ་འཇུག་པའི་བཤད་པ
D3863	དབུ་མ་ཤེས་རབ་ལ་འཇུག་པ
D3864	རིགས་པ་དྲུག་ཅུ་པའི་འགྲེལ་པ
D3865	བྱང་ཆུབ་སེམས་དཔའི་རྣལ་འབྱོར་སྤྱོད་པ་བཞི་བརྒྱ་པའི་རྒྱ་ཆེར་འགྲེལ་པ
D3866	ཕུང་པོ་ལྔའི་རབ་ཏུ་བྱེད་པ
D3867	སྟོང་ཉིད་བདུན་ཅུ་པའི་འགྲེལ་པ
D3868	སྟོང་པ་ཉིད་བདུན་ཅུ་པའི་རྣམ་པར་བཤད་པ
D3869	རྟོག་གེ་ཐོ་བའི་ཚིག་ལེའུར་བྱས་པ
D3870	དབུ་མ་ལ་འཇུག་པའི་འགྲེལ་བཤད
D3871	བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ་
D3872	བྱང་ཆུབ་ཀྱི་སྤྱོད་པ་ལ་འཇུག་པའི་དཀའ་འགྲེལ
D3873	བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པའི་རྣམ་པར་བཤད་པའི་དཀའ་འགྲེལ
D3874	བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པའི་ལེགས་པར་སྦྱར་བ
D3875	བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པའི་རྟོགས་པར་དཀའ་བའི་གནས་གཏན་ལ་དབབ་པ་ཞེས་བྱ་བའི་གཞུང
D3876	ཤེས་རབ་ལེའུའི་དཀའ་འགྲེལ་
D3877	བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པའི་ཤེས་རབ་ལེའུ་དང་བསྔོ་བའི་དཀའ་འགྲེལ
D3878	བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པའི་དོན་སུམ་ཅུ་རྩ་དྲུག་བསྡུས་པ
D3879	བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པའི་དོན་བསྡུས་པ
D3880	བྱང་ཆུབ་ཀྱི་སྤྱོད་པ་ལ་འཇུག་པའི་དགོངས་པའི་འགྲེལ་པ་ཁྱད་པར་གསལ་བྱེད
D3881	བདེན་པ་གཉིས་རྣམ་པར་འབྱེད་པའི་ཚིག་ལེའུ་བྱས་པ
D3882	བདེན་གཉིས་རྣམ་པར་འབྱེད་པའི་འགྲེལ་པ
D3883	བདེན་པ་གཉིས་རྣམ་པར་འབྱེད་པའི་དཀའ་འགྲེལ
D3884	དབུ་མ་རྒྱན་གྱི་ཚིག་ལེའུར་བྱས་པ
D3885	དབུ་མའི་རྒྱན་གྱི་འགྲེལ་པ
D3886	དབུ་མའི་རྒྱན་གྱི་དཀའ་འགྲེལ
D3887	དབུ་མ་སྣང་བ
D3888	དེ་ཁོ་ན་ཉིད་སྣང་བ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ
D3889	ཆོས་ཐམས་ཅད་རང་བཞིན་མེད་པར་གྲུབ་པ
D3890	སྐུ་གསུམ་ལ་འཇུག་པའི་སྒོ་ཞེས་བྱ་བའི་བསྟན་བཅོས
D3891	སྐུ་གསུམ་འགྲེལ་པ
D3892	དེ་ཁོ་ན་ལ་འཇུག་པའི་འགྲེལ་པ
D3893	དབུ་མའི་ལུགས་ཀྱི་སྙིང་པོ་མདོར་བསྡུས་པའི་རབ་ཏུ་བྱེད་པ
D3894	རྣམ་པར་མེད་པའི་ཚིག་ལེའུར་བྱས་པ
D3895	སྣང་བའི་ཕྲེང་བ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ
D3896	སྣང་བའི་ཕྲེང་བའི་འགྲེལ་པ་ཡིད་དགའ་བ་བསྐྱེད་པ
D3897	འདུས་བྱས་དང་འདུས་མ་བྱས་རྣམ་པར་ངེས་པ
D3898	ལྟ་བ་ཐ་དད་པ་རྣམ་པར་ཕྱེ་བ་མདོར་བསྡུས
D3899	བདེ་བར་གཤེགས་པ་གཞུང་རྣམ་པར་འབྱེད་པའི་ཚིག་ལེའུར་བྱས་པ
D3900	བདེ་བར་གཤེགས་པའི་གཞུང་རྣམ་པར་འབྱེད་པའི་བཤད་པ
D3901	རིན་པོ་ཆེའི་ཕྲེང་བ
D3902	བདེན་པ་གཉིས་ལ་འཇུག་པ
D3903	ཐུབ་པའི་དགོངས་པའི་རྒྱན
D3904	ཚད་མ་རྣམ་པར་འཇོམས་པ་མདོར་བཤད་པའི་འགྲེལ་པ
D3905	ཐེག་པ་ཆེན་པོའི་མཚན་ཉིད་ཀུན་ལས་བསྡུས་པ
D3906	སེམས་བརྟག་པ
D3907	ཐེག་པ་ཐམས་ཅད་སྣང་བར་བྱེད་པའི་བྱེ་བྲག་ཏུ་བཤད་པ
D3908	བསྒོམ་པའི་རིམ་པ
D3909	རྣལ་འབྱོར་བསྒོམ་པའི་ལམ
D3910	ཅིག་ཅར་འཇུག་པ་རྣམ་པར་མི་རྟོག་པའི་བསྒོམ་དོན
D3911	ཀུན་རྫོབ་བྱང་ཆུབ་ཀྱི་སེམས་བསྒོམ་པའི་མན་ངག་ཡི་གེར་བྲིས་པ
D3912	དོན་དམ་པ་བྱང་ཆུབ་ཀྱི་སེམས་བསྒོམ་པའི་རིམ་པ་ཡི་གེར་བྲིས་པ
D3913	བྱང་ཆུབ་ཀྱི་སེམས་བསྒོམ་པ
D3914	ཚད་མེད་བཞིའི་རྒྱ་ཆེར་འགྲེལ་པ
D3915	བསྒོམ་པའི་རིམ་པ
D3916	བསྒོམ་པའི་རིམ་པ
D3917	བསྒོམ་པའི་རིམ་པ
D3918	རྣལ་འབྱོར་གསུམ་པ་ལ་འཇུག་པ
D3919	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་མན་ངག
D3920	ལུས་ཡོངས་སུ་དཔྱད་པའི་བསྒོམ་པའི་རིམ་པ
D3921	མི་སྡུག་པ་བསྒོམ་པའི་རིམ་པ
D3922	ཕ་རོལ་ཏུ་ཕྱིན་པའི་ཐེག་པའི་བསྒོམ་པའི་རིམ་པའི་མན་ངག
D3923	སངས་རྒྱས་རྗེས་སུ་དྲན་པ་བླ་ན་མེད་པ་བསྒོམ་པ
D3924	ཏིང་ངེ་འཛིན་གྱི་ཚོགས་ཀྱི་ལེའུ
D3925	ཏིང་ངེ་འཛིན་གྱི་ཚོགས་ཀྱི་ལེའུ
D3926	བསམ་གཏན་གྱི་ཆོས་དྲུག་རྣམ་པར་གཞག་པ
D3927	བསམ་གཏན་གྱི་ཆོས་དྲུག་རྣམ་པར་གཞག་པའི་འགྲེལ་པ
D3928	དྲན་པ་གཅིག་པའི་མན་ངག
D3929	དབུ་མའི་མན་ངག
D3930	དབུ་མའི་མན་ངག་རིན་པོ་ཆེའི་ཟ་མ་ཏོག་ཁ་ཕྱེ་བ
D3931	དབུ་མའི་མན་ངག་ཅེས་བྱ་བའི་འགྲེལ་པ
D3932	ཏིང་ངེ་འཛིན་གྱི་མི་མཐུན་པའི་ཕྱོགས་རྣམ་པར་གཞག་པ
D3933	བསྒོམ་པའི་རིམ་པ་མདོ་ཀུན་ལས་བཏུས་པ
D3934	མདོ་ཀུན་ལས་བཏུས་པ
D3935	མདོ་ཀུན་ལས་བཏུས་པའི་བཤད་པ་རིན་པོ་ཆེ་སྣང་བའི་རྒྱན
D3936	བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་བསྡུས་པའི་སྒྲོན་མ་རིན་པོ་ཆེའི་ཕྲེང་བ
D3937	མདོ་ཀུན་ལས་བཏུས་པའི་དོན་བསྡུས་པ
D3938	རིམ་གྱིས་འཇུག་པའི་སྒོམ་དོན
D3939	བསླབ་པ་ཀུན་ལས་བཏུས་པའི་ཚིག་ལེའུ་བྱས་པ
D3940	བསླབ་པ་ཀུན་ལས་བཏུས་པ
D3941	དེ་བཞིན་གཤེགས་པའི་སྙིང་པོ་ཡི་གེ་བརྒྱ་པའི་བསྲུང་བ་དང་སྡིག་པ་བཤགས་པའི་ཆོ་ག
