Q2001	ཁྱད་པར་དུ་འཕགས་པའི་བསྟོད་པ
Q5024	མན་ངག་གི་སྙེ་མ་ཞེས་བྱ་བ་རྒྱུད་ཐམས་ཅད་ཀྱི་སྐྱེད་རྫོགས་ཐུན་མོང་དུ་བསྟན་པ
Q5025	རྟེན་འབྲེལ་སྙིང་པོའི་སྔགས་ཐེམ་ཞིབ་མོར་བཀོད་པ་ཞེས་བྱ་བ
Q5026	འཆི་མེད་གྲུབ་པའི་འགྲེལ་པ་གཡུང་དྲུང་གྲུབ་པ་ཞེས་བྱ་བ
Q5027	དཀྱིལ་འཁོར་གྱི་རྣམ་པར་དབྱེ་བའི་རབ་ཏུ་བྱེད་པ་ཞེས་བྱ་བ
Q5028	སེམས་རིན་པོ་ཆེ་སྦྱོང་བར་བྱེད་པ་ཞེས་བྱ་པ
Q5029	རྒྱལ་བ་སྐྱེད་མའི་རྣམ་པར་དབྱེ་བ་ངེས་པར་བསྟན་པ
Q5030	མཁར་འགྲོ་མའི་དཀྱིལ་འཁོར་གྱི་སྒྲུབ་ཐབས་ཀྱི་རིམ་པ་ཞེས་བྱ་བ
Q5031	འཁོར་བ་རྩད་ནས་གཅོད་པ་གཏན་ཚིགས་འཁོར་ལོའི་མན་ངག
Q5032	འཁོར་བ་རྩད་ནས་གཅོད་པ་བདུད་རྩི་དྲི་མེད་ཀྱི་མན་ངག
Q5033	འཁོར་བ་རྩད་ནས་གཅོད་པ་རྡོ་རྗེ་སེམས་དཔའི་མན་ངག
Q5034	འཁོར་བ་རྩད་ནས་གཅོད་པ་གསེར་གྱི་ཐིགས་པའི་གདམས་ངག
Q5035	འཁོར་བ་རྩད་ནས་གཅོད་པ་སྙན་རྒྱུད་ཡི་གེ་མེད་པའི་གདམས་ངག
Q5036	ལྟ་བ་ནམ་མཁའ་དང་མཉམ་པའི་རྒྱུད་ཀྱི་དཀའ་འགྲེལ
Q5037	བསྒོམ་པ་རྒྱ་མཚོ་དང་མཉམ་པའི་རྒྱུད་ཀྱི་དཀའ་འགྲེལ
Q5038	སྤྱོད་པ་ཉི་ཟླ་དང་མཉམ་པའི་རྒྱུད་ཀྱི་དཀའ་འགྲེལ
Q5039	འབྲས་བུ་རིན་པོ་ཆེ་དང་མཉམ་པའི་རྒྱུད་ཀྱི་དཀའ་འགྲེལ
Q5040	ལྟ་བ་ཡེ་ཤེས་མཛོད་ཆེན་ཆོས་ཀྱི་དབྱིངས
Q5041	བསྒོམ་པ་ཡེ་ཤེས་གསལ་བ་ཆོས་ཀྱི་དབྱིངས
Q5042	སྤྱོད་པ་ཡེ་ཤེས་འབར་བ་ཆོས་ཀྱི་དབྱིངས
Q5043	དཔལ་རི་ཁྲོད་ཞབས་ཀྱིས་བསྟོད་པ་རིན་པོ་ཆེ
Q5044	དཔལ་ལྡན་བླ་མ་ནགས་ཀྱི་རིན་ཆེན་གྱི་བསྟོད་པ་བདུན་པ
Q5045	དཔལ་དེ་ཁོ་ན་ཉིད་གྲུབ་པ
Q5046	དམ་ཚིག་ལྔ་བཅུ་པ
Q5047	འབྲས་བུ་ཡེ་ཤེས་ས་གཅིག་ཆོས་ཀྱི་དབྱིངས
Q5048	དཔལ་ས་ར་ཧ་དང་མངའ་བདག་མཻ་ཏྲི་པའི་ཞུ་བ་ཞུས་ལན
Q5049	དཔལ་ནག་པོ་རྡོ་རྗེ་ཞབས་ཀྱི་མི་ཟད་པའི་མཛོད་ཀྱི་རྒྱ་ཆེར་འགྲེལ་པ
Q5050	རྡོ་རྗེའི་གླུ
Q5051	འཆི་མེད་བསྒྲུབ་པ་ཞེས་བྱ་བ
Q5052	འཆི་མེད་ཀྱི་འཕྲང་སེལ
Q5053	འཆི་མེད་གྲུབ་པའི་སྡོམ་པ་བཞིའི་འཁྲུལ་འཁོར་གྱི་ཡིག་སྣ
Q5054	འཆི་མེད་གྲུབ་པའི་དངོས་གཞི་བཅུ་བདུན་གྱི་རྣམ་པར་བཞག་པ
Q5055	འཆི་མེད་གྲུབ་པའི་རྩ་མདུད་བརྒྱད་འགྲོལ་བའི་འཁྲུལ་འཁོར་གྱི་ཡིག་སྣ
Q5056	རྡོ་རྗེ་བཟླས་པའི་རྣམ་གཞག
Q5057	རྡོ་རྗེ་བཟླས་པའི་རྣམ་གཞག
Q5058	འཆི་མེད་གྲུབ་པའི་འགྲེལ་པ་ཞེས་བྱ་བ
Q5059	འཆི་མེད་གྲུབ་པའི་གསང་བ་རྡོ་རྗེ་བཟླས་པ
Q5060	ངོ་སྤྲོད་ཆེན་པོའི་རྩ་བ་ཞེས་བྱ་བ
Q5061	ངོ་སྤྲོད་ཆེན་པོའི་འགྲེལ་པ་ཞེས་བྱ་བ
Q5062	ཤིང་རྟ་འཁོར་ལོའི་འཁྲུལ་འཁོར་བཅོ་ལྔ་པ
Q5063	བུམ་པ་ཅན་གྱི་འཁྲུལ་འཁོར་བཅོ་ལྔ་པ
Q5064	མགོ་འཐུར་དབྱུག་པའི་འཁྲུལ་འཁོར
Q5065	རྩ་སྟོང་འཁྱིལ་པའི་འཁྲུལ་འཁོར
Q5066	གང་བ་ཅན་གྱི་འཁྲུལ་འཁོར
Q5067	ཙནདྷ་ལིའི་འཁྲུལ་འཁོར
Q5068	འཆི་མེད་གྲུབ་པའི་དབེན་པ་བརྒྱད་ལས་ལུས་དབེན་པའི་སྐྱོན་བཅོས་ཐབས
Q5069	འཆི་མེད་གྲུབ་པའི་རྩ་དབེན་པའི་ཡིག་སྣ
Q5070	འཆི་མེད་གྲུབ་པའི་ཐིག་ལེ་དབེན་པའི་སྐྱོན་བཅོས་ཐབས་ཀྱི་མན་ངག
Q5071	འཆི་མེད་གྲུབ་པའི་རླུང་དབེན་པའི་སྐྱོན་བཅོས་པའི་ཐབས་ཀྱི་མན་ངག
Q5072	འཆི་མེད་གྲུབ་པའི་སེམས་དབེན་པའི་སྐྱོན་བཅོས་པའི་ཐབས་ཀྱི་མན་ངག
Q5073	འཆི་མེད་གྲུབ་པའི་ཟླ་བ་དབེན་པའི་སྐྱོན་བཅོས་ཐབས་ཀྱི་མན་ངག
Q5074	ཉི་མ་དབེན་སྐྱོན་བཅོས་པའི་ཐབས་ཀྱི་མན་ངག
Q5075	འཆི་མེད་གྲུབ་པའི་དབེན་པ་བརྒྱད་ཀྱི་སྐྱོན་བཅོས་ཐབས་ཀྱི་མན་ངག
Q5076	འཆི་མེད་གྲུབ་པའི་ཁམས་ལྔའི་མན་ངག
Q5077	འཆི་མེད་གྲུབ་པའི་སྡོམ་པ་བཞིའི་སྐྱོན་བཅོས་ཐབས་ཀྱི་མན་ངག
Q5078	རླུང་སྐྱོན་སེལ་བའི་གོ་རིམ
Q5079	འཆི་མེད་གྲུབ་པའི་དཀྱིལ་འཁོར་༼གྱི་ཆོ་ག༽་ཞེས་བྱ་བ
Q5080	མཎཌལ་དཔེ་ཆུང་ལྟར་བྲིས
Q5081	ཕྱག་རྒྱ་ཆེན་པོའི་གྲུབ་མཐའི་མན་ངག་ལམ་དུ་བསླང་བའི་རིམ་པ
Q5082	རྡོ་རྗེ་སེམས་དཔའི་ཞུས་ལན
Q5083	རྡོ་རྗེ་ཐེག་པའི་རྩ་བའི་ལྟང་བ
Q5084	ཡན་ལག་གི་ཉེས་པ
Q5085	དམ་པ་དང་པོའི་རྒྱུད་ལས་གསུངས་པའི་ལྟུང་བ་བཅོ་ལྔ་པ
Q5086	ཡན་ལག་གི་ཉེས་པ་བདུན་པ
Q5087	མཎཌལ་གྱི་ཆོ་ག་ཞེས་བྱ་བ
Q5088	མཎཌལ་གྱི་ཆོ་ག
Q5089	ཚོགས་ཀྱི་འཁོར་ལོའི་མཆོད་པའི་རིམ་པ་ཞེས་བྱ་བ
Q5090	ཙན་དན་གྱི་སྐུ་རྒྱ་ནག་ན་བཞུགས་པའི་བྱོན་ཚུལ
Q5091	གྲུབ་ཐོབ་བརྒྱད་ཅུ་རྩ་བཞིའི་ལོ་རྒྱུས
Q5092	གྲུབ་ཐོབ་བརྒྱད་ཅུ་རྩ་བཞིའི་རྟོགས་བརྗོད་དོ་ཧ་འགྲེལ་པ་དང་བཅས་པ
Q5093	རིན་ཆེན་འཕྲེང་བ་ཞེས་བྱ་བ
Q5094	མཁའ་འགྲོ་མ་དམའ་ཉེ་དབང་གི་གླུ
Q5095	ཟབ་ལམ་ཐུན་མོང་མ་ཡིན་པ་གཅིག་རྫོགས
Q5096	གྲུབ་པའི་དབང་ཕྱུག་པཎཌི་ཏ་ཆེན་པོ་ཤྲཱི་བ་ན་རཏནའི་ཞལ་ལུང་རིན་པོ་ཆེའི་སྙིང་པོའི་ཕྲེང་བ
Q5097	བདག་གི་རྣལ་འབྱོར་ཞེས་བྱ་བ
Q5098	ཐམས་ཅད་འགྲུབ་པར་བྱེད་པ་ཞེས་བྱ་བ
Q5099	ཞལ་ལུང་རིན་པོ་ཆེའི་ཕྲེང་བ
Q5100	སྨོན་ལམ་རིན་པོ་ཆེའི་རྒྱལ་པོ་ཞེས་བྱ་བ
Q5101	བསྟོད་པ་རིན་པོ་ཆེ་བདུན་པ
Q5102	དཔལ་ཤ་བ་རའི་བསྟོད་པ་རིན་པོ་ཆེ
Q5103	དཔལ་རཀSHཨ་བདག་ཉིད་ཆེན་པོའི་བསྟན་བཅོས
Q5104	དམ་ཚིག་གསུམ་བཀོད་པའི་རྒྱལ་པོ་ཡི་གེ་བརྒྱ་པའི་སྒྲུབ་ཐབས
Q5105	འཇིག་རྟེན་མགོན་པོ་ཞལ་བཅུ་གཅིག་པའི་སྒྲུབ་ཐབས
Q5106	འཇིག་རྟེན་མགོན་པོ་རི་ཁྲོད་པའི་སྒྲུབ་ཐབས
Q5107	གསོ་སྦྱོང་རང་གི་བླང་བའི་ཆོ་ག
Q5108	དཔལ་འཇམ་པའི་རྡོ་རྗེའི་སྒྲུབ་ཐབས
Q5109	ཨོ་རྒྱན་ལས་འབྱུང་བའི་འཇམ་པའི་རྡོ་རྗེའི་སྒྲུབ་ཐབས
Q5110	འཕགས་པ་མི་གཡོ་བའི་སྒྲུབ་ཐབས
Q5111	གཏུམ་པོ་ཁྲོ་བོ་ཆེན་པོའི་སྒྲུབ་ཐབས
Q5112	སེང་ལྡེང་ནགས་ཀྱི་སྒྲོལ་མའི་སྒྲུབ་ཐབས
Q5113	དཔས་ཨོ་རྒྱན་གྱི་རིམ་པ་སྒྲོལ་མའི་མངོན་པར་རྟོགས་པ་ཞེས་བྱ་བ
Q5114	བྱང་ཕྱོགས་ནས་འབྱུང་བ་རྡོ་རྗེ་སྒྲོལ་མའི་སྒྲུབ་ཐབས
Q5115	རལ་པ་གཅིག་མ་དཀར་མོའི་སྒྲུབ་ཐབས
Q5116	རལ་པ་གཅིག་མ་དམར་མོའི་སྒྲུབ་ཐབས
Q5117	རལ་གཅིག་མའི་ཀུན་ཏུ་སྤྱོད་པ
Q5118	བདེ་བ་ཆེན་པོའི་སྒྲུབ་ཐབས
Q5119	དཔལ་རྡོ་རྗེ་སེམས་དཔའི་སྒྲུབ་ཐབས
Q5120	དཔལ་རྣམ་པར་སྣང་མཛད་ཀྱི་སྒྲུབ་ཐབས
Q5121	དཔལ་རྡོ་རྗེ་སྣང་བྱེད་གསེར་ཞེས་བྱ་པའི་སྒྲུབ་ཐབས
Q5122	བདུད་རྩི་འོད་ཀྱི་སྒྲུབ་ཐབས
Q5123	འཕགས་མ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་མན་ངག་ཅེས་བྱ་བ
Q5124	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་མན་ངག
Q5125	ཞི་བར་བྱེད་པ་སྣ་ཚོགས་ཡུམ་གྱི་སྒྲུབ་ཐབས
Q5126	འཕགས་མ་སྐུལ་བྱེད་མའི་སྒྲུབ་ཐབས
Q5127	ནོར་འཛིན་མའི་རྟོག་པ
Q5128	ནོར་དཔལ་མོའི་རྟོག་པ
Q5129	རྡོ་རྗེ་ཕག་མོའི་སྒྲུབ་ཐབས
Q5130	མདོར་བསྡུས་པའི་རྡོ་རྗེ་ཕག་པོའི་སྒྲུབ་ཐབས
Q5131	རྡོ་རྗེ་རྣལ་འབྱོར་མའི་སྒྲུབ་ཐབས
Q5132	རྡོ་རྗེ་རྣལ་འབྱོར་མའི་སྒྲུབ་ཐབས
Q5133	རྡོ་རྗེ་ཕག་མོའི་སྒྲུབ་ཐབས
Q5134	རྡོ་རྗེ་རྣལ་འབྱོར་མའི་སྒྲུབ་ཐབས
Q5135	རྡོ་རྗེ་རྣལ་འབྱོར་མའི་སྒྲུབ་ཐབས
Q5136	འདུས་པ་ལས་བྱུང་བ་ཆུ་སྦྱིན་དབང་པོའི་སྒྲུབ་ཐབས
Q5137	རྣམ་ཐོས་ཀྱི་བུའི་སྒྲུབ་ཐབས
Q5138	ལུས་ངན་ཆེན་པོའི་སྒྲུབ་ཐབས
Q5139	ཁྲོ་བོ་ཆེན་པོ་རྡོ་རྗེ་ས་འོག་གི་སྒྲུབ་ཐབས
Q5140	གཙུག་ཏོར་འཁོར་ལོས་བསྒྱུར་བའི་སྒྲབ་ཐབས
Q5141	གཙུག་ཏོར་རྣམ་པར་རྒྱལ་བ་མཆོད་ཐབས
Q5142	གཏོར་མའི་ཆོ་ག
Q5143	རྡོ་རྗེ་རྣམ་པར་འཇོམས་པ་ཞེས་བྱ་བའི་གཟུངས་ཀྱི་སྒྲུབ་ཐབས
Q5144	འདོད་པའི་རྒྱལ་པོའི་སྒྲུབ་ཐབས
Q5145	རྡོ་རྗེ་དབྱུག་པ་སྔོན་པོའི་སྒྲུབ་ཐབས
Q5146	གཤིན་རྗེ་གཤེད་ཀྱི་སྒྲུབ་པའི་ཐབས
Q5147	གཤིན་རྗེ་མཐར་བྱེད་ཀྱི་སྒྲུབ་ཐབས
Q5148	གཤིན་རྗེ་གཤེད་ནག་པོའི་སྒྲུབ་ཐབས
Q5149	འཁྲུལ་འཁོར་གྱི་སྒྲུབ་ཐབས
Q5150	གཏོར་མའི་ཆོ་ག
Q5151	རྡོ་རྗེ་འཇིགས་བྱེད་ཆེན་པོའི་སྒྲུབ་ཐབས
Q5152	ལྷ་དབང་བསྐུར་བའི་ཆོ་ག
Q5153	སྦྱིན་སྲེག་གི་ཆོ་ག
Q5154	བྱ་བའི་སྦྱོར་བ
Q5155	ཁྲོ་མོའི་དབང་ཕྱུག་རྣམ་པར་རྒྱལ་མའི་སྒྲུབ་ཐབས
Q5156	དཔལ་འཁོར་ལོ་སྡོམ་པ་ལྷན་ཅིག་སྐྱེས་པའི་སྒྲུབ་ཐབས
Q5157	ཡི་གེ་བདུན་པའི་སྒྲུབ་ཐབས
Q5158	དཔལ་འཁོར་ལོ་སྡོམ་པ་གཉིས་སུ་མེད་པ་དཔའ་པོའི་སྒྲུབ་ཐབས
Q5159	མདོར་བསྡུས་པའི་ཧེ་རུ་ཀའི་སྒྲུབ་ཐབས
Q5160	དགྱེས་པ་རྡེ་རྗེའི་སྒྲུབ་ཐབས་མན་ངག་གི་གནས་ཞེས་བྱ་བ
Q5161	དཔལ་ཧེ་རུ་ཀ་རྗེ་བཙུན་གྱི་སྒྲུབ་ཐབས་མདོར་བསྡུས་པ
