G1	ཁྱད་པར་དུ་འཕགས་པའི་བསྟོད་པ
G2504	སྒྲོལ་མ་མཆོག་ཐོབ་པ་ཞེས་བྱ་བ
G2505	ཇིགས་པ་བརྒྱད་ལས་སྐྱོབ་པའི་སྒྲོལ་མའི་སྒྲུབ་ཐབས
G2506	དཔལ་སྒྲོལ་མ་དཀར་མོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
G2507	སྒྲོལ་མ་ཡིད་བཞིན་ནོར་བུའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
G2508	ཕགས་མ་སྒྲོལ་མའི་སྒྲུབ་ཐབས
G2509	སྒྲོལ་མའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
G2510	རྗེ་བཙུན་སྒྲོལ་མའི་སྒྲུབ་ཐབས
G2511	ཕགས་མ་ལྷ་མོ་སྒྲོལ་མ་བསྒོམ་པའི་ཆོ་ག་རྒྱས་པ
G2512	ཇིགས་པ་བརྒྱད་ལས་སྐྱོབ་པ
G2513	ཕགས་མ་སྒྲོལ་མ་ལ་བསྟོད་པ
G2514	ཕགས་མ་སྒྲོལ་མའི་སྒྲུབ་ཐབས
G2515	ཆོམ་རྐུན་བཅིང་བ
G2516	ཕགས་མ་སྒྲོལ་མའི་རྗེས་སུ་སྤྱོད་པའི་གནོད་སྦྱིན་མོའི་སྒྲུབ་ཐབས
G2517	མེ་ཏོག་ཕྲེང་འཛིན་གྱི་སྒྲུབ་པ་བསྟོད་པ་དང་བཅས་པ
G2518	ཕགས་མ་སྒྲོལ་མ་ལ་བསྟོད་པ
G2519	ཕགས་མ་སྒྲོལ་མ་ལ་བསྟོད་པ
G2520	ཕགས་མ་ལྷ་མོ་སྒྲོལ་མ་ལ་བསྟོད་པ
G2521	ཕགས་མ་སྒྲོལ་མ་སྒྲུབ་པའི་ཐབས
G2522	དབྱངས་ཅན་མའི་སྒྲུབ་ཐབས
G2523	ཚངས་པའི་བུ་མོ་དབྱངས་ཅན་མ་ལ་བསྟོད་པས་འགྲུབ་པ་ངག་གི་འོད་ཟེར་ཞེས་བྱ་བ
G2524	དཔལ་རྡོ་རྗེ་ལྷ་མོ་དབྱངས་ཅན་མའི་སྒྲུབ་ཐབས
G2525	དཔལ་ནོར་རྒྱུན་མའི་སྒྲུབ་ཐབས
G2526	ཕགས་མ་ནོར་རྒྱུན་མའི་མཚན་བརྒྱ་རྩ་བརྒྱད་པ
G2527	དཔལ་ནོར་རྒྱུན་མའི་སྨོན་ལམ
G2528	དཔལ་ནོར་རྒྱུན་མའི་བསྟདོ་པ
G2529	མཁའ་ལྡིང་གྲུབ་པའི་བསྟན་བཅས
G2530	དཀྱིལ་འཁོར་གྱི་ཆོས་མདོར་བསྡུས་པ
G2531	གཞལ་ཡས་ཁང་གསལ་བའི་མངོན་རྟོགས་མུན་སེལ་སྒྲོན་མ་ཞེས་བྱ་བ
G2532	ཚུལ་གསུམ་གྱི་སྒྲོལ་མ
G2533	དེ་ཁོ་ན་ཉིད་གྲུབ་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ
G2534	དེ་ཁོ་ན་ཉིད་ལ་འཇུགས་པ་ཞེས་བྱ་བ་བདེ་བར་གཤེགས་པའི་བཀའ་མ་ལུས་པ་མདོར་བསྡུས་ཏེ་བཤད་པའི་རབ་ཏུ་བྱེད་པ
G2535	གསང་སྔགས་ཀྱི་ཚུལ་གྱི་སྣང་བ
G2536	དེ་ཁོ་ན་ཉིད་ཀྱི་སྙིང་པོ་བསྡུས་པ
G2537	ཐེག་པ་གསུམ་རྣམ་པར་བཞག་པ་ཞེས་བྱ་བ
G2538	རྣལ་འབྱོར་བླ་ན་མེད་པའི་རྒྱུད་ཀྱི་དོན་ལ་འཇུག་པ་བསྡུས་པ་ཞེས་བྱ་བ
G2539	རྡོ་རྗེ་ཐེག་པའི་མཐའ་གཉིས་སེལ་བ་ཞེས་བྱ་བ
G2540	དེ་ཉིད་མཐོང་བའི་ལམ་ཞེས་བྱ་བ
G2541	བླ་མ་བརྒྱུད་པའི་རིམ་པའི་མན་ངག་ཅེས་བྱ་བ
G2542	ཐེག་པ་ཆེན་པོའི་ལམ་གྱི་རིམ་པ
G2543	གསང་སྔགས་ལ་འཇུག་པ
G2544	གསང་སྔགས་ལ་འཇུག་པའི་འགྲེལ་པ
G2545	ཐེག་པ་ཆེན་པོ་བསྡུས་པའི་སྒྲོན་མ
G2546	བླ་མ་ལྔ་བཅུ་པ
G2547	སྤྱིའི་དམ་ཚིག་མདོར་བསྡུས་པ
G2548	ཚུལ་ཁྲིམས་དང་སྡོམ་པ་དང་དམ་ཚིག་མི་འགལ་པ་ཞེས་བྱ་བ
G2549	དམ་ཚིག་ཐམས་ཅད་བསྡུས་པ་ཞེས་བྱ་བ
G2550	ལས་དང་པོ་པའི་དམ་ཚིག་མདོར་བསྡུས་པ
G2551	སྡོམ་གསུམ་འོད་ཀྱི་ཕྲེང་བ་ཞེས་བྱ་བ
G2552	རྡོ་རྗེ་ཐེག་པ་རྩ་བའི་ལྟུང་བའི་ལས་ཀྱི་ཆོ་ག
G2553	ཞེན་ལོག་སྒྲོན་མ་ཞེས་བྱ་བ
G2554	རྒྱལ་པོ་ཆེན་པོ་རྣམ་ཐོས་སྲས་ཀྱི་སྒྲུབ་ཐབས
G2555	རྒྱལ་པོ་ཆེན་པོ་རྣམ་ཐོས་སྲས་ཀྱི་ལས་བརྟག་པའ་སྒྲུབ་པའི་ཐབས
G2556	གནོད་སྦྱིན་གྱི་རྒྱལ་པོ་སྒྲུབ་པའི་ཐབས
G2557	རྒྱལ་པོ་ཆེན་པོ་ལུས་ངན་པོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
G2558	རྣམ་ཐོས་སྲས་ཀྱི་སྒྲུབ་པའི་ཐབས་ཞེས་བྱ་བ
G2559	བཻ་ཤྲ་བ་ཎ་པའི་རྟོགས་པ
G2560	རྒྱལ་པོ་ཆེན་པོ་རྣམ་ཐོས་སྲས་ཀྱི་རྟོག་པ་བདེ་བྱེད་ཆོ་ག་སྣ་ཚོགས་པའི་མཛོད་ཅེས་བྱ་བ
G	བགེགས་ཀྱི་རྒྱལ་པོའི་སྒྲུབ་ཐབས
G	ཚོགས་ཀྱི་བདག་པོ་གསང་བའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
G	ཕགས་པ་ཚོགས་ཀྱི་བདག་པོ་ཆགས་པ་རྡོ་རྗེའི་དམ་ཚིག་གི་བསྟོད་པ་ཞེས་བྱ་བ
G	སྤྲིན་གྱི་སྒྲོན་མ་ཚོགས་ཀྱི་བདག་པོ་སྒྲུབ་པའི་ཐབས་ཞེས་བྱ་བ
G	དཔལ་ཚོགས་ཀྱི་བདག་པོ་འཇུར་གེགས་སེལ་བ་ཞེས་བྱ་བ
G2562	ཆོལ་བའི་སྒྲུབ་ཐབས
G2563	རྨུགས་འཛིན་འཆོལ་བའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
G2564	ཕགས་པ་རྨུགས་འཛིན་ལ་བསྟོད་པ
G2565	ཨུ་ཙུ་ཤམའ་ཛམ་བྷ་ལ་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས
G2566	ཕགས་པ་རྨུགས་འཛིན་འཆོལ་བ་ནག་པོའི་སྒྲུབ་ཐབས
G2567	ཕགས་པ་ཛམ་བྷ་ལ་ནག་པོ་སྒྲུབ་པའི་ཐབས
G2568	ཕགས་པ་རྨུགས་འཛིན་ཆུའི་དབང་པོ་ལ་ཁྱད་པར་གྱི་བསྟོད་པ་ཞེས་བྱ་བ
G2569	ཕགས་པ་རྨུགས་འཛིན་ལ་བསྟོད་པ
G2571	ཛམ་བྷ་ལའི་བསྟོད་པ
G2572	རྨུགས་འཛིན་འཆོལ་བའི་མན་ངག་གི་བསྟོད་པ
G2573	ལྷ་མོ་ནོར་རྒྱུན་མ་ལ་བསྟོད་པ
G2574	གནོད་སྦྱིན་ཆེན་པོ་གཞན་གྱིས་མི་ཐུབ་པའི་སྒྲུགབ་ཐབས་ཀྱི་རྒྱུད
G2575	རྡོ་རྗེ་བཀོད་པའི་རྒྱུད་ལས་དཀྱིལ་འཁོར་གདུན་པའི་རིམ་པ་རྣམ་པར་ཕྱེད་བའི་སྒྲུག་ཐབས་ཞེས་བྱ་བ
G2576	པོ་ཏ་ལ་ཀར་འགྲོ་བའི་ལམ་ཡིག
G2577	གྲུབ་ཐོབ་བརྒྱད་ཅུ་རྩ་བཞིའི་གསོལ་འདེབས
G2578	བླ་མ་དམ་པ་བསོད་ནམས་དཔལ་ཞེས་བྱ་བ་ལ་བསྟོད་པ
G2579	མཎཌལ་གྱི་ཆོ་ག
G2580	མཎཌལ་བྱ་བའི་ཆོ་ག
G2581	མཎཌལ་གྱི་ཆོ་ག
G2582	མཎཌལ་གྱི་ཆོ་ག
G2583	ལས་དང་པོ་པའི་ཚོགས་སོག་བྱ་བའི་རིམ་པ་མདོར་བསྡུས་པ
G2584	བྱང་ཆུབ་ཀྱི་གཞུང་ལམ་ཞེས་བགྱི་བ
G2585	མཎཌལ་གྱི་ཆོ་ག
G2586	དེ་ཁོ་ན་ཉིད་བསྡུས་པའི་མན་ངག
G2587	རྒྱུད་སྣ་ཚོགས་ལས་བཏུས་པའི་གཏོར་མའི་ཆོ་ག
G2588	ཆོས་སྐྱོང་ཐམས་ཅད་པའི་གཏོར་མའི་ཆོ་ག
G2589	རྒྱལ་པོ་ཆེན་པོ་བཞིའི་གཏོར་མ་ཞེས་བྱ་བ
G2590	གཏོར་མ་ཆེན་པའི་ལས་ཀྱི་རིམ་པའི་འགྲེལ་པ
G2591	ཆ་གསུམ་འབྲིང་པོའི་ཆོ་ག
G2592	ཆུ་གཏོར་གྱི་ཆོ་ག་ཞེས་བྱ་བ
G2593	ཕྱག་རྒྱ་ཆེན་པོའི་རྣལ་འབྱོར་ལ་འཇུག་པའི་མན་ངག་ཏུ་བཤད་པ
G2594	གཏོར་མའི་འགྲེལ་པ
G2595	བདུད་རྩི་འབྱུང་བ་ཞེས་བྱ་བའི་གཏོར་མའི་ཆོ་ག
G2596	ཆུ་གཏོར་དྲི་མ་མེད་པའི་གཞུང
G2597	ཀླུ་གཏོར་གྱི་ཆོ་ག
G2598	དཀོན་མཆོག་གསུམ་གྱི་བཀྲ་ཤིས་ཀྱི་ཚིགས་བཅད
G2599	དེ་བཞིན་གཤེགས་པ་ལྔའི་བཀྲ་ཤིས་ཚིགས་སུ་བཅད་པ
G2600	དཔལ་རྣལ་འབྱོར་གྱི་རྒྱུད་ཀྱི་དཀྱིལ་འཁོར་གྱི་ལྷ་དེ་བཞིན་གཤེགས་པའ་རིགས་ལྔ་འཁོར་དང་བཅས་པ་ལྷ་སུམ་ཅུ་རྩ་བདུན་གྱི་བཀྲ་ཤིས་ཚིགས་སུ་བཅད་པ
G2601	བཀྲ་ཤིས་བརྒྱད་པ
G2602	བཀྲ་ཤིས་ཀྱི་ཚིགས་སུ་བཅད་པ
G2603	སངས་རྒྱས་རྗེ་བཙུན་ལ་རྒྱུན་ཆགས་ཀྱི་ཚིགས་སུ་བཅད་ལས་བསྟོད་པ
G2604	མི་ཕམ་མགོན་པོ་ལ་བསྟོད་པའི་འཆི་སླུ་མ་ཞེས་བྱ་བ
G2605	དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ལ་བསྟོད་པ་ཞེས་བྱ་བ
G2606	བླ་མའི་བྲིས་ཐང་རྒྱབ་ཡིག
G2607	དུས་ཀྱི་འཁོར་ལོའི་རྒྱུད་ཀྱི་སྙིང་པོའི་འགྲེལ་པ་དྲི་མ་མེད་པའི་འོད་ཅེས་བྱ་བ
G2608	དབང་གི་རབ་ཏུ་བྱེད་པ
G2609	རང་གི་ལྟ་བའི་འདོད་པ་མདོར་བསྟན་པ་ཡོངས་སུ་བརྟག་པ་ཞེས་བྱ་བ
G2610	རྡོ་རྗེའི་ཚིག་གི་རྣམ་པར་དབྱེ་བ
G2611	གཉིས་སུ་མེད་པའི་རྣལ་འབྱོར་ཞེས་བྱ་བ་དང་པོའི་སངས་རྒྱས་ཀྱི་བསྒྲུབ་པ
G2612	ཚིགས་བཅད་བཅུ་པ་ཞེས་བྱ་བ་ལམ་གྱི་རིམ་པ
G2613	བཅོམ་ལྡན་འདས་དཔལ་འཁོལ་ལོ་སྡོམ་པའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
G2614	བཅོམ་ལྡན་འདས་དཔལ་བདེ་མཆོག་རྡོ་རྗེ་ནམ་མཁའ་ལྡིང་གི་བསྒྲུབ་ཐབས
G2615	དཔའ་བོ་གཅིག་པའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
G2616	དཔའ་བོ་གཅིག་པའི་སྦྱིན་སྲེག་གི་ཆོ་ག
G2617	དཔའ་བོ་གཅིག་པའི་སྦྱིན་སྲེག་གི་ཆོ་ག
G2618	དཔལ་འཁོར་ལོ་སྡོམ་པའི་རབ་ཏུ་གནས་པའི་ཆོ་ག
G2619	དཔལ་འཁོར་ལོ་སྡོམ་པའི་སྦྱིན་སྲག་གི་ཆོ་ག
G2620	ཁོར་ལོ་བདེ་མཆོག་ལྷན་ཅིག་སྐྱེས་པའི་བསྒྲུབ་ཐབས་བླ་མ་བརྒྱུད་པའི་མན་ངག་གིས་བརྒྱན་པ་ཡན་ལག་བཅུ་པ་ཞེས་བྱ་བ
G2621	དཔའ་བོ་གཅིག་པའི་སྒྲབ་ཐབས་ཞེས་བྱ་བ
G2622	དཔལ་གསང་བ་རིན་པོ་ཆེ་ཡིད་བཞིན་ནོར་བུ་ཞེས་བྱ་བ
G2623	དཔལ་འཁོར་ལོ་བདེ་མཆོག་གི་རིམ་པ་ལྔ་པ
G2624	དཔལ་འཁོར་ལོ་སྡོམ་པའི་བཅུ་གསུམ་མའི་བདག་ཉིད་ཀྱི་དབང་བསྐུར་བའི་ཆོ་ག་ཞེས་བྱ་བ
G2625	རྡོ་རྗེ་ཐེག་པའི་རྩ་བ་དང་ཡན་ལག་གི་ལྟུང་བའི་བཤགས་པ
G2626	བཅོམ་ལྡན་འདས་བདེ་མཆོག་ལ་བསྟོད་པ
G2627	དཔལ་འཁོར་ལོ་བདེ་མཆོག་གི་རྣམ་པར་འཕྲུལ་པ་དང་ཡུལ་ཉི་ཤུ་རྩ་བཞིའི་རྒྱུ་མཚན་བསྟན་པ
G2628	སྤྲ་ཁྲིད་ལུང་བསྟན
G2629	ཆོས་དྲུག་གི་མན་ངག་ཞེས་བྱ་བ
G2630	གཏོར་མས་མཆོད་པའི་ཆོ་ག
G2631	སྙན་རྒྱུད་རྡོ་རྗེའི་ཚིག་རྐང་ཞེས་བྱ་བ
G2632	ཆོས་དྲུག་རྡོ་རྗེའི་ཚིག་རྐང་ཞེས་བྱ་བ
G2633	ཕྱག་རྒྱ་ཆེན་པོ
G2634	ཕྱག་རྒྱ་ཆེན་པོ་བསམ་གྱིས་མི་ཁྱབ་པ་ཞེས་བྱ་བ
G2635	ཆོས་སྤྱོད་མི་དགེ་རང་གྲོལ་ཞེས་བྱ་བ
G2636	དཔལ་འཁོར་ལོ་སྡོམ་པ་མྱུར་དུ་སྒྲུབ་པ་ཞེས་བྱ་བའི་ཐབས
